date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-03-16 23:59:54,rik02008,,0,0,3,"My anxiety is on",,,,1239702967395192833,https://twitter.com/rik02008/status/1239702967395192833
2020-03-16 23:59:02,_KaeBae,yungmoolahbabey,0,0,0,"Yes definitely. I think you could even take a walk. Walking helps with anxiety if you suffer from anxiety because it acts as a “flight” kind of relief.",,,,1239702750499409922,https://twitter.com/_KaeBae/status/1239702750499409922
2020-03-16 23:58:06,fedswatching_,,0,0,0,"I already had bad anxiety about going to grocery stores alone.. I’m really bout to starve lmao",,,,1239702512644640768,https://twitter.com/fedswatching_/status/1239702512644640768
2020-03-16 23:58:05,4thGenBruin,,2,0,9,"I’ve maybe gotten 1 spam/scam call on my phone in the previous couple of weeks and now I’ve gotten close to 10 today. People are now preying on others as we are collectively at peak anxiety and vulnerability levels. Absolutely disgusting and despicable.",,,,1239702509607780353,https://twitter.com/4thGenBruin/status/1239702509607780353
2020-03-16 23:56:30,spooky_catt,,2,0,11,"dealing with my anxiety by downloading stardew valley and farming all my troubles away in a cute lil town",,,,1239702111891468291,https://twitter.com/spooky_catt/status/1239702111891468291
2020-03-16 23:56:26,stelo_EDLIVES,,0,0,0,"These symptons sound like a whole bunch of anxiety and allergies",,,,1239702094652768256,https://twitter.com/stelo_EDLIVES/status/1239702094652768256
2020-03-16 23:55:13,TerriLJohns08,amtennier,0,0,1,"Thanks for sharing this Anne. Crazy times, exploring new territory as a small business owner. It's essential we are proactively addressing the associated anxiety.",,,,1239701787495415808,https://twitter.com/TerriLJohns08/status/1239701787495415808
2020-03-16 23:54:10,thatssocute,ShannyGasm,0,0,1,"My husband and are are moving from NYC to LA. We’re atJFK right now. I have a little issue with anxiety and this.... Doesn’t feel great. Shout out to all the folks that are stressed out. We’re all feeling it.",,,,1239701523141099522,https://twitter.com/thatssocute/status/1239701523141099522
2020-03-16 23:51:56,DobsonJulieM,,0,0,4,"Day one of social didtancing, and working from home finished. As you can see things are going well. And by well, I mean constant anxiety. pic.twitter.com/izuRNe1zEh",,,,1239700963826507779,https://twitter.com/DobsonJulieM/status/1239700963826507779
2020-03-16 23:51:06,mitchell_herbie,JuJusBike_,0,0,7,"currently my anxiety is through the roof",,,,1239700753154965504,https://twitter.com/mitchell_herbie/status/1239700753154965504
2020-03-16 23:49:37,danielaaaa_r,,0,0,0,"My anxiety has been through the roof today dude wow wtf",,,,1239700379866103810,https://twitter.com/danielaaaa_r/status/1239700379866103810
2020-03-16 23:48:17,MylesNMusic,,2,0,11,"This will be the first time I’ve ever drove to Nebraska in one straight drive from South Carolina. Fighting my anxiety and tiredness to pull this one off. pic.twitter.com/eoY7KIR7Ax",,,,1239700043935944705,https://twitter.com/MylesNMusic/status/1239700043935944705
2020-03-16 23:47:47,stacexface712,,0,0,3,"Anxiety at its peak",,,,1239699916764712960,https://twitter.com/stacexface712/status/1239699916764712960
2020-03-16 23:47:00,_fatiii_i,joelespinoza41,1,0,1,"im so stressed im starting to get anxiety",,,,1239699722157174785,https://twitter.com/_fatiii_i/status/1239699722157174785
2020-03-16 23:46:12,NuttingBH,,0,0,19,"One class is prepped and online ready to go. Hoping to have the second one finished by the end of the week. Then to address the grading backlog. Thanks for all of the teaching advice faculty of Twitter. I am working hard to minimize anxiety and still produce solid work.",,,,1239699518297382913,https://twitter.com/NuttingBH/status/1239699518297382913
2020-03-16 23:45:19,repreaux,,1,0,6,"My biggest weakest when I’m overwhelmed with anxiety is I get generalized impatience/anger. Anger not even directed towards anyone but I lash out & my words get very sharp I feel helpless — an outsider looking in — b/c that’s not what I want to say/feel but it just comes out",,,,1239699295051354114,https://twitter.com/repreaux/status/1239699295051354114
2020-03-16 23:44:29,zeejenks,,0,0,0,"I’m getting through this #SF #ShelterInPlace with LiZiqi’s video playlist running on repeat, and that’s on COVID-19 #anxiety https://youtu.be/JoJ_61KdSCg",,,#SF #ShelterInPlace #anxiety,1239699085851951104,https://twitter.com/zeejenks/status/1239699085851951104
2020-03-16 23:44:10,claireeeevelyn,morgangalllaher,1,0,1,"i’m trying but man my anxiety has completely consumed me to the point where i don’t want to do anything anymore i’d rather just sleep and ignore it lol",,,,1239699009070960641,https://twitter.com/claireeeevelyn/status/1239699009070960641
2020-03-16 23:44:07,ashleyvonrose,,0,1,8,"Coronavirus won’t kill me - the anxiety will end me first",,,,1239698994445590530,https://twitter.com/ashleyvonrose/status/1239698994445590530
2020-03-16 23:43:32,_arelio,,0,0,0,"Omg all I want is to be with my parents this shit is giving me hella anxiety I want to know already so I can leave to Yucatán or Texas!",,,,1239698849960099841,https://twitter.com/_arelio/status/1239698849960099841
2020-03-16 23:43:22,_coreyfisher,amendozao8,0,0,4,"This gave me so much anxiety https://twitter.com/amendozao8/status/1239283709209001985 …",,,,1239698807954104321,https://twitter.com/_coreyfisher/status/1239698807954104321
2020-03-16 23:43:10,IamCatherine_A,SamanthaIsTexan,1,0,2,"I mean I’m that way when I’m PMSing too. Sometimes it’s hard to tell the difference being a girl and having an anxiety disorder is hard.",,,,1239698755470983176,https://twitter.com/IamCatherine_A/status/1239698755470983176
2020-03-16 23:42:17,Holly_McRae,imjasondiamond,0,0,0,"It’s really hard. Grateful for an awesome therapist and anxiety medication",,,,1239698533487435777,https://twitter.com/Holly_McRae/status/1239698533487435777
2020-03-16 23:40:57,dezighn,trnrtips,0,0,0,"Nick, you already provide an incredible source of support, fun and knowledge through the digital content & art you create. I recognize your anxiety but I must say that especially at this time, you are capable of so much goodness to those around you. Thank you for all that you do.",,,,1239698198194556928,https://twitter.com/dezighn/status/1239698198194556928
2020-03-16 23:40:02,quoyahlashaexo,,1,0,3,"Fuck my anxiety right now",,,,1239697965758976002,https://twitter.com/quoyahlashaexo/status/1239697965758976002
2020-03-16 23:36:36,foxmar320,WakeUpSuper,0,0,2,"Anytime I get a compliment my anxiety kicks in.",,,,1239697102189604866,https://twitter.com/foxmar320/status/1239697102189604866
2020-03-16 23:35:04,HauskaHome,,0,0,0,"There’s a silver lining in the anxiety Americans face - rates are at unprecedented lows, and benchmark bond yields have dropped below 1% for the 1st time in history, conditions that are likely to cut borrowing costs even further on mortgages. #HauskaHome https://www.usatoday.com/story/money/2020/03/16/coronavirus-what-zero-rates-sub-1-bond-yields-mean-your-loans/5046861002/ …pic.twitter.com/NHCLYQtuvP",,,#HauskaHome,1239696717450219521,https://twitter.com/HauskaHome/status/1239696717450219521
2020-03-16 23:35:01,newfront,holdenkarau,0,0,2,"Baking and ignoring the world can be a nice way to reduce the anxiety. I hope the Mac and cheese did the trick",,,,1239696703692738560,https://twitter.com/newfront/status/1239696703692738560
2020-03-16 23:34:05,catielarner,,0,0,4,"My anxiety has been just crippling lately. So thankful for my hubby and sweet baby boy. There IS a light at the end of the tunnel.",,,,1239696470388899840,https://twitter.com/catielarner/status/1239696470388899840
