date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-03-18 23:59:57,teamshunks,,0,0,0,"I went back out to get some more groceries to last me another week and a half. I ain’t going back out NO MO. I’m tired and I’m anxious",,,,1240427753037537281,https://twitter.com/teamshunks/status/1240427753037537281
2020-07-28 20:47:23,GamesRedDeer,,27,172,427,"PLAY & Let The Fun Begin Like + RT + Click https://www.reddeergames.com Did You see it? pic.twitter.com/45a6EF3ixr",,,,1288214494167158784,https://twitter.com/GamesRedDeer/status/1288214494167158784
2020-03-18 23:47:55,ashlieaxandike,editoremilye,1,0,0,"I’m not an anxious person and I am straight up struggling.",,,,1240424725878210560,https://twitter.com/ashlieaxandike/status/1240424725878210560
2020-03-18 23:45:27,_ditzybrunette_,,0,0,3,"Although I’m anxious, scared, confused etc, I’m going to use this platform to share a positive attitude. These are some weird uncertain times, but we will get through it!",,,,1240424104173289473,https://twitter.com/_ditzybrunette_/status/1240424104173289473
2020-03-18 23:44:24,emily_aarsvold,,0,0,15,"How come I’m given 2 weeks to do absolutely nothing and I’m still anxious Ahhhhh what a mess!",,,,1240423843522543617,https://twitter.com/emily_aarsvold/status/1240423843522543617
2020-03-18 23:44:19,victtoriaaabri,,0,0,2,"in times like this pandemic i am thankful that i am an anxious depressed bitch who barely eats",,,,1240423822110547968,https://twitter.com/victtoriaaabri/status/1240423822110547968
2020-03-18 23:43:06,chelsealrichard,,10,0,12,"Working from home indefinitely starting tomorrow and feeling anxious about it. Set up a separate space with some natural light. Planning to walk the dogs before getting started and doing some yoga around lunch time and eating lunch outside. What has worked for you? #COVID19",,,#COVID19,1240423513573462016,https://twitter.com/chelsealrichard/status/1240423513573462016
2020-03-18 23:36:10,rolanda_show,,0,1,1,"Studies have shown that an over abundance of social media can make you depressed and anxious",,,,1240421770810871810,https://twitter.com/rolanda_show/status/1240421770810871810
2020-03-18 23:36:04,sam_gutierrez96,,1,0,0,"Getting a heart implant tomorrow amidst all this has me feeling anxious on so many different levels. (Lol)",,,,1240421744692862976,https://twitter.com/sam_gutierrez96/status/1240421744692862976
2020-03-18 23:35:27,flowerylanguage,,0,0,0,"California love, feeling anxious for my home state. Respect each other, look out for each other and stay healthy. @Voyager Craft Coffee https://www.instagram.com/p/B95MSz8AIAK/?igshid=1g7zqtf6gbna3 …",,@Voyager,,1240421590715809792,https://twitter.com/flowerylanguage/status/1240421590715809792
2020-03-18 23:33:06,gingerreckoning,,1,0,7,"How anxious am I? Anxious enough that I've done 5 loads of laundry and baked 4 dozen cookies while also working and doing school with my kids today, but also I havent stopped shaking for nearly 2 hours.",,,,1240421000073838595,https://twitter.com/gingerreckoning/status/1240421000073838595
2020-03-18 23:27:22,maryanayala,,0,1,3,"Philippians 4:6, Do not be anxious about anything, but in every situation, by prayer and petition, with thanksgiving, present your requests to God.",,,,1240419555513679873,https://twitter.com/maryanayala/status/1240419555513679873
2020-03-18 23:26:33,lil_anxious,,0,0,6,"Day 3 of quarantine: My palms are sweaty. My knees weak. Arms are heavy. There’s vomit on my sweater already, moms spaghetti",,,,1240419350349111297,https://twitter.com/lil_anxious/status/1240419350349111297
2020-03-18 23:25:17,thesuckmychic,,0,0,0,"Feeling anxious about #coronavirus? You’re not alone. This toolkit from @ShineText & @MentalHealthAm can help: http://virusanxiety.com . We’re in this together.",,@ShineText @MentalHealthAm,#coronavirus,1240419032727277569,https://twitter.com/thesuckmychic/status/1240419032727277569
2020-03-18 23:13:28,saribotton,heydonnelly,1,0,5,"I'm weepy, but that's how I get when anxious. And how anger gets diverted in me. Hang in there.",,,,1240416058592440320,https://twitter.com/saribotton/status/1240416058592440320
2020-03-18 23:09:24,kuhlencryo,,0,0,0,"Today was a tough day - I appreciate each and every one of you that stopped in, chilled out, & were so understanding of the situation. . We are all feeling anxious, stressed, & uneasy in these uncertain times. So… https://www.instagram.com/p/B95JTznppA3/?igshid=bk6q136491ni …",,,,1240415033445756929,https://twitter.com/kuhlencryo/status/1240415033445756929
2020-03-18 23:08:54,LBL4Life1,Toure,0,1,3,"Hey former neighborhood neighbor (I useta live at 123 Lafayette lol wow has the hood changed lol) @Toure I feel anxious but I feel optimistic about my next unknown steps. You know like when it's fight or flight.",,@Toure,,1240414908891779072,https://twitter.com/LBL4Life1/status/1240414908891779072
2020-03-18 23:06:59,SocialWorkItOut,,0,3,19,"A student gave me A LOT of sass yesterday. I held compassionate space but firm boundaries. She got back today, saying she’d been very anxious, and we worked it out. I think we’re all stressed out rn and should try to be gracious with one another (and ourselves ). #SWcovid19pic.twitter.com/YwpMpmuWoM",,,#SWcovid19pic,1240414426198683653,https://twitter.com/SocialWorkItOut/status/1240414426198683653
2020-03-18 23:05:10,linleyfayesmith,,1,0,0,"My current job contract is ending May 1. Color me anxious.",,,,1240413967769571332,https://twitter.com/linleyfayesmith/status/1240413967769571332
2020-03-18 22:55:52,StephenB_Eccher,,0,8,23,"For those facing the fears & uncertainty of #coronavirus #COVIDー19, may the freedom I found in Jesus, thru Huldrych Zwingli’s “Plague Song”, bring u comfort & perspective in these anxious days ... https://www.thegospelcoalition.org/blogs/evangelical-history/plague-and-providence-what-huldrych-zwingli-taught-me-about-trusting-god/ …",,,#coronavirus #COVIDー19,1240411627532562437,https://twitter.com/StephenB_Eccher/status/1240411627532562437
2020-03-18 22:46:08,katyterryberry,,0,0,0,"Here’s a message to anyone who is feeling anxious or scared about the corona virus.. “Tell everyone who is discouraged, Be strong and don’t be afraid! God is coming to your rescue…” ~ Isaiah 35:4 pic.twitter.com/gLkrSNVjVI",,,,1240409178205818881,https://twitter.com/katyterryberry/status/1240409178205818881
2020-03-18 22:42:16,Nothing_Neue,,1,0,13,"The world might be on its head right now but I was able to secure a car which makes me less anxious",,,,1240408207308316674,https://twitter.com/Nothing_Neue/status/1240408207308316674
2020-07-28 20:47:23,GamesRedDeer,,27,172,427,"PLAY & Let The Fun Begin Like + RT + Click https://www.reddeergames.com Did You see it? pic.twitter.com/45a6EF3ixr",,,,1288214494167158784,https://twitter.com/GamesRedDeer/status/1288214494167158784
2020-03-18 22:40:31,nsivcd,,1,4,4,"No decision yet and viability of an #HRS2020 in-person meeting “uncertain”? What’s going on here? 10d ago I felt anxious about whether I should plan my trip or not but now I have no “uncertainty” about that. https://www.hrssessions.org/Attendee-Resources/COVID-19-Novel-Coronavirus-Preparedness …",,,#HRS2020,1240407763622166529,https://twitter.com/nsivcd/status/1240407763622166529
2020-03-18 22:39:53,AmsFam97,schmaltz_lisa,1,0,2,"Thanks so much! We just got word today that Liberty will a front line testing site. I'm a bit anxious but it's part of my job. I love taking care of people- that's why I do what I do",,,,1240407604939108354,https://twitter.com/AmsFam97/status/1240407604939108354
2020-03-18 22:31:13,ScienceSoto,,1,0,0,"If there’s a high school senior in your life, give them a hug and kiss. To them, the cancellation of school is not a vacation. It’s time they don’t get to spend with their friends the last few months before they graduate. They’re anxious, realizing they may never be able to walk",,,,1240405422584074240,https://twitter.com/ScienceSoto/status/1240405422584074240
2020-03-18 22:24:37,KayloraKye,starstarparty,1,0,1,"Ahhh starstar this really perfectly captures the unsettling, anxious, surreality of existing right now",,,,1240403763485200385,https://twitter.com/KayloraKye/status/1240403763485200385
2020-03-18 22:21:24,meranyaizer,,1,0,4,"I worry that i sound selfish talking about my stupid vacation but that was $2000 on nonrefundable tickets... So you know, I'm a bit anxious considering my work situation is still precarious",,,,1240402952378109953,https://twitter.com/meranyaizer/status/1240402952378109953
2020-03-18 22:15:09,vertigoxflowers,,2,0,2,"i don’t know why living alone makes me super anxious so i would like some social interaction tonight :/",,,,1240401380344504321,https://twitter.com/vertigoxflowers/status/1240401380344504321
2020-03-18 22:13:35,VitaminTsmith,,0,0,0,"@CSimmsQB Hi Chris, my daughter is getting her spleen removed next week and she is anxious about weakening her immune system. What have you noticed concerning sickness since yours was removed?",,@CSimmsQB,,1240400986008694791,https://twitter.com/VitaminTsmith/status/1240400986008694791
