date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-03-26 23:59:50,claudiawongRN,jacobjaboyle,1,0,0,"That makes me so anxious! Folks in my neighbourhood out here in Pickering have been good so far since Monday’s announcement. Although last week I did see a number of group hikes and group bike rides...",,,,1243326827046866947,https://twitter.com/claudiawongRN/status/1243326827046866947
2020-03-28 20:07:18,sergistack,,192,478,1084,"¿USAS GOOGLE CHROME? Lo siento por las mayúsculas, pero existe un nuevo navegador que es más rápido y más privado que Chrome (bloquea los anuncios y los rastreadores, lo cual ahorra tiempo de carga). La interfaz es exactamente igual que la de Chrome, Brave lo supera en todo.",,,,1243993087531266049,https://twitter.com/sergistack/status/1243993087531266049
2020-03-26 23:58:48,OhhhBridget,,0,0,2,"I’ve never been so anxious about wait on a text....... someone found my wallet... I need to know where!!!!!!!!!",,,,1243326569113776128,https://twitter.com/OhhhBridget/status/1243326569113776128
2020-03-26 23:53:25,JosephCamardel2,,0,0,0,"Woke up with minor sore throat. No temp. Anxious to say the least",,,,1243325214756343808,https://twitter.com/JosephCamardel2/status/1243325214756343808
2020-03-26 23:52:33,cmonastero,,1,0,3,"I am afraid & anxious & angry & learning to take it moment-by-moment when I can't day-by-day but I'm also finding reasons to be thankful & today that is for having great friends & family who check in on me when I need it. Don't be afraid to lean on one another. It's so important.",,,,1243324995855581184,https://twitter.com/cmonastero/status/1243324995855581184
2020-03-26 23:52:32,louziane,joshgad,0,0,0,"Anxious vitamin C https://twitter.com/joshgad/status/1243285470743638016 …",,,,1243324991522738176,https://twitter.com/louziane/status/1243324991522738176
2020-03-26 23:48:04,LindaPetrino,heydjnash,0,0,0,"Can’t wait for a renewal of vows, a baby born , and possible relationships reuniting ? Thanks so much DJ for doing this in a very anxious world right now. #COV-19#AMLT",,,#COV #AMLT,1243323868175097856,https://twitter.com/LindaPetrino/status/1243323868175097856
2020-03-26 23:44:57,ImperfPedigree,LAPDVanNuysCPAB,0,0,0,"Missing baseball. Re-watched my Cubs win the World Series the other night. Made me so anxious, like I didn’t know the outcome and still made me cry tears of joy.",,,,1243323083596824576,https://twitter.com/ImperfPedigree/status/1243323083596824576
2020-03-26 23:29:40,TiaBuppie,joshgad,0,0,0,"Anxious Bruschetta",,,,1243319238862884864,https://twitter.com/TiaBuppie/status/1243319238862884864
2020-03-26 23:29:18,TiaBuppie,thescottevans,0,0,0,"Anxious Bruschetta",,,,1243319144025427968,https://twitter.com/TiaBuppie/status/1243319144025427968
2020-03-26 23:26:07,KenBoessenkool,toog416,1,0,5,"I know many people who were China-anxious long before Trump. And will continue to be long after him.",,,,1243318344016519169,https://twitter.com/KenBoessenkool/status/1243318344016519169
2020-03-26 23:12:46,kybeckwith1221,Daniell62256841,1,0,1,"Right?! All of the teasers that he’s been posting have got me anxious! Lol",,,,1243314983011856384,https://twitter.com/kybeckwith1221/status/1243314983011856384
2020-03-26 23:11:55,SusieDoom,,0,0,5,"Hi! Are you feeling anxious? Scared? Overwhelmed? May I recommend spending an hour watching videos of Cynthia Erivo singing on YouTube?",,,,1243314770830295041,https://twitter.com/SusieDoom/status/1243314770830295041
2020-03-26 23:09:11,katimcf,anamelaaa,1,0,0,"Lol nope FIVE NINETY NINE. Also I live across the street from thai diner I’m just so tired and anxious I haven’t called lol",,,,1243314080158486530,https://twitter.com/katimcf/status/1243314080158486530
2020-03-26 23:03:25,pmd_xo,,1,1,1,"Check-in! (stole this but it’s important!) I’m doing great I’m okay I’m meh I’m worried/anxious I’m exhausted Things are tough, I’m struggling I’m having a hard time and wouldn’t mind if someone reached out to me I’m in a really dark place DMs are always open",,,,1243312631995338758,https://twitter.com/pmd_xo/status/1243312631995338758
2020-03-26 23:03:19,ThatBoyYouLike,,1,5,28,"The U.S. officially has more cases then any other country the world...half of those cases being here in NY...I’m getting really anxious. pic.twitter.com/bb0QpHGYVe",,,,1243312605109854210,https://twitter.com/ThatBoyYouLike/status/1243312605109854210
2020-03-26 22:57:37,DawnJon01600899,HPSelf,1,0,1,"Doing well....can't say I haven't been anxious and scared about Covid19 but learning to cope with it better now....How are you doing Mary-Anne?",,,,1243311170980888578,https://twitter.com/DawnJon01600899/status/1243311170980888578
2020-03-26 22:45:28,gmarie729,joshgad,1,0,3,"Anxious Grape",,,,1243308115472326656,https://twitter.com/gmarie729/status/1243308115472326656
2020-03-26 22:40:33,unknown198q,,0,0,0,"i have two modes: anxious or asleep",,,,1243306877825486851,https://twitter.com/unknown198q/status/1243306877825486851
2020-03-26 22:40:10,dfuckinmoney,,1,0,2,"Today just not getting better, I’m a semi anxious wreck when I should be able to calm myself. I often take my sanity for granted...I’m insane.",,,,1243306779762503680,https://twitter.com/dfuckinmoney/status/1243306779762503680
2020-03-26 22:34:37,KungFuShmo,Dishy2101,2,0,4,"I just can’t wait for it to be over! Going into the hospital just to work makes me so anxious, then the lack of the normal visitor volume is eerie.",,,,1243305383382462468,https://twitter.com/KungFuShmo/status/1243305383382462468
2020-03-26 22:33:06,sy_ed_,,1,0,1,"anxious",,,,1243304999947468801,https://twitter.com/sy_ed_/status/1243304999947468801
2020-03-28 20:07:18,sergistack,,192,478,1084,"¿USAS GOOGLE CHROME? Lo siento por las mayúsculas, pero existe un nuevo navegador que es más rápido y más privado que Chrome (bloquea los anuncios y los rastreadores, lo cual ahorra tiempo de carga). La interfaz es exactamente igual que la de Chrome, Brave lo supera en todo.",,,,1243993087531266049,https://twitter.com/sergistack/status/1243993087531266049
2020-03-26 22:29:05,imaginativemad,stxngx,0,1,2,"I’m anxious hamburger. https://twitter.com/stxngx/status/1242770674239729664 …",,,,1243303992689455104,https://twitter.com/imaginativemad/status/1243303992689455104
2020-03-26 22:24:18,DanielleKriste6,Moon_River05,0,0,1,"Ok now the butterfly hug.When your anxious, close your eyes & picture your safe place.Then cross your arms so your hands are touching your upper chest or shoulders. Then tap your hands left right left right 20x while you're thinking of your safe place. I hope this makes sense",,,,1243302785983995904,https://twitter.com/DanielleKriste6/status/1243302785983995904
