date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-03-14 23:58:35,hornekerjustin,,2,0,2,"Don't want to think about how this week would've felt if I wasn't on anxiety medications",,,,1238977857671630849,https://twitter.com/hornekerjustin/status/1238977857671630849
2020-03-14 23:58:26,DrSteveCook,KimmyMonte,1,0,10,"Hello America, here is a prescription for the anxiety & stress many of us may experience over the next few week. Please watch 4x/day w/o interruption & laugh out loud! Not to be watched at night or when sleeping. #lovedogs @dog_rates",,@dog_rates,#lovedogs,1238977821210562564,https://twitter.com/DrSteveCook/status/1238977821210562564
2020-03-14 23:56:24,ComradicalCaleb,,1,1,18,"is it corona or is it anxiety",,,,1238977311598411776,https://twitter.com/ComradicalCaleb/status/1238977311598411776
2020-03-14 23:51:07,Shaun_Chen,,0,5,9,"United against coronavirus, standing together to educate the public during this time of panic & anxiety - many thanks to the Confederation of Toronto Chinese Canadian Organizations for promoting precautions, prevention of COVID-19 #ScarbTOpic.twitter.com/hLEcMglAh6 – at Splendid China Tower 錦繡中華",,,#ScarbTOpic,1238975979487473667,https://twitter.com/Shaun_Chen/status/1238975979487473667
2020-03-14 23:48:59,kayla_susko,,0,2,6,"If your #COVID19 anxiety is mild to zero, watch Contagion. pic.twitter.com/c8zrmE3Uuy",,,#COVID19,1238975445204455425,https://twitter.com/kayla_susko/status/1238975445204455425
2020-03-14 23:47:42,vlgarza08,,0,0,0,"Anxiety sucks, it really sucks",,,,1238975120582082562,https://twitter.com/vlgarza08/status/1238975120582082562
2020-03-14 23:46:28,GhostPoop0311,,0,0,0,"There’s a ton of people on Twitter mistaking laziness for anxiety #stream",,,#stream,1238974809436028931,https://twitter.com/GhostPoop0311/status/1238974809436028931
2020-03-14 23:43:10,BoozyBillsBabe,,13,0,39,"Second full day of self-quarantine and I am just an absolute wreck. My anxiety and depression are extreme. I’m sure closely following this virus isn’t helping but I can’t help it. I’m so emotionally done between this and everything else in my personal life.",,,,1238973978963836928,https://twitter.com/BoozyBillsBabe/status/1238973978963836928
2020-03-14 23:43:02,CMYKGenet,valfluff,1,0,2,"Hey as someone with big anxiety and trauma about reaching out to people I've done this because I've been afraid that if I initiate too often or at the wrong time it'll cause irreparable damage. Consider checking in, some of us are just bad at interacting.",,,,1238973946982268928,https://twitter.com/CMYKGenet/status/1238973946982268928
2020-03-14 23:41:16,eatforendurance,,0,0,0,"What steps are you all taking to care for your physical/mental health, and to combat the overwhelming feelings of anxiety, disappointment, fear, uncertainty etc that many are experiencing? For me, I’m trying my best… https://www.instagram.com/p/B9u5xn2HTye/?igshid=1x1apqxzhjm8g …",,,,1238973500670586887,https://twitter.com/eatforendurance/status/1238973500670586887
2020-03-14 23:40:47,KPbewelldoc,,0,38,49,"Anxiety invites fast and shallow breathing and that can fuel the #anxiety fire. Believe in your ability to replace fast and shallow with slow and deep breathing. Practice 3x daily. #COVID19 #MentalHealth #SelfCare https://twitter.com/KPbewelldoc/status/1232940241175973888 …pic.twitter.com/YIqgtitcOi",,,#anxiety #COVID19 #MentalHealth #SelfCare,1238973378838421504,https://twitter.com/KPbewelldoc/status/1238973378838421504
2020-03-14 23:38:49,MommaShelbs,,0,0,2,"Welp, our Spring Break has been extended another week. My kids are stoked. I’m trying desperately not to anxiety eat all of our food. We’re going to need it... pic.twitter.com/T8URGghoMK",,,,1238972884107825153,https://twitter.com/MommaShelbs/status/1238972884107825153
2020-03-14 23:38:18,readthebrooks,,2,0,7,"Charleston has a smaller population than my south Brooklyn neighborhood. Chs has limited public transit. Charleston and NYC are not comparable in a pandemic in a lot of ways. The anxiety is just a different animal and fascinating to watch.",,,,1238972754365419521,https://twitter.com/readthebrooks/status/1238972754365419521
