date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-03-25 23:58:05,rosemcclainnn,,2,0,8,"Shortness of breath rn and it’s just my anxiety but it’s making me more anxious ha. I fucking hate it here.",,,,1242963999848894468,https://twitter.com/rosemcclainnn/status/1242963999848894468
2020-03-28 20:07:18,sergistack,,192,478,1084,"¿USAS GOOGLE CHROME? Lo siento por las mayúsculas, pero existe un nuevo navegador que es más rápido y más privado que Chrome (bloquea los anuncios y los rastreadores, lo cual ahorra tiempo de carga). La interfaz es exactamente igual que la de Chrome, Brave lo supera en todo.",,,,1243993087531266049,https://twitter.com/sergistack/status/1243993087531266049
2020-03-25 23:55:05,ShaunRas31,,0,0,0,"If you’re feeling whelmed or anxious, reach out to someone to talk. New Yorkers can call the #COVID19 Emotional Support Hotline at 1-844-863-9314. There you can schedule a time to talk with a #mentalhealth professional at no charge.pic.twitter.com/foMLuapYTD",,,#COVID19 #mentalhealth,1242963243984924673,https://twitter.com/ShaunRas31/status/1242963243984924673
2020-03-25 23:53:39,JadeRei,,1,0,0,"Transcribing the Ep 166, but had to take a break. I have been feeling ""bleh"" most of today. Not sure why. I'm anxious about... nothing? pic.twitter.com/gTaYFDC2GK",,,,1242962885044662279,https://twitter.com/JadeRei/status/1242962885044662279
2020-03-25 23:48:04,KyleJSwanson,,2,5,13,"“Do not be anxious about anything, but in everything by prayer and supplication with thanksgiving let your requests be made known to God. And the peace of God, which surpasses all understanding, will guard your hearts and minds in Christ Jesus” Philippians 4:6–7 #TruthToLiveBy",,,#TruthToLiveBy,1242961480741351425,https://twitter.com/KyleJSwanson/status/1242961480741351425
2020-03-25 23:43:49,sweetmelissas,,0,0,0,"Feeling anxious about #corona and in need of a good cry? May I recommend listening to “Fire and Rain” while cutting onions?",,,#corona,1242960408325033991,https://twitter.com/sweetmelissas/status/1242960408325033991
2020-03-25 23:32:50,everydayanjali,,0,0,0,"Watching @LoveisBlindShow and it’s making me way too anxious! and I’m on the first episode",,@LoveisBlindShow,,1242957647910821888,https://twitter.com/everydayanjali/status/1242957647910821888
2020-03-25 23:27:54,Rebecca_Alabama,,0,0,5,"Feeling a little anxious and overwhelmed. Here is a picture of my dog looking doofus-y. pic.twitter.com/qtCvQI0LaD",,,,1242956404090114053,https://twitter.com/Rebecca_Alabama/status/1242956404090114053
2020-03-25 23:25:13,Danniducci,,0,0,1,"not working has me anxious af how do you bitches do this everyday",,,,1242955728844922881,https://twitter.com/Danniducci/status/1242955728844922881
2020-03-25 23:11:49,eeiglesias,,1,0,3,"@PascoSheriff #9PMRoutine green in California.. this COVID-19 shelter in place is going to make me more anxious than what my current levels are at.. pic.twitter.com/8aPP3XrR41",,@PascoSheriff,#9PMRoutine,1242952359002562561,https://twitter.com/eeiglesias/status/1242952359002562561
2020-03-25 23:11:28,brandon_ishak_,,0,0,3,"The most consistent person in my life is the Duolingo owl and his thinly veiled threats to practice Dutch make me incredibly anxious",,,,1242952269139595265,https://twitter.com/brandon_ishak_/status/1242952269139595265
2020-03-25 23:11:24,Subatonics,,0,0,1,"All these until tomorrow posts give me anxious of something threatening is about to happen.",,,,1242952253431930881,https://twitter.com/Subatonics/status/1242952253431930881
2020-03-25 23:05:30,JustinTMichael,,3,0,37,"Stay connected. After talking to my parents on the phone for 2 hours yesterday & my friends for a few hours today, it’s crazy how much less anxious I feel. We’re not alone in this.",,,,1242950767889137664,https://twitter.com/JustinTMichael/status/1242950767889137664
2020-03-25 22:46:33,daniellab240,,0,0,1,"Can we please stop talking about COVID-19 24/7? It makes a lot of people anxious and scared and people with anxiety disorders it doesn’t help seeing all this everywhere.",,,,1242945998059532288,https://twitter.com/daniellab240/status/1242945998059532288
2020-03-25 22:42:31,steve_foxe,Mister_Walsh,1,1,15,"PROVIDENCE is one of the few horror comics I consider genuinely *scary*, as in parts of it made me anxious to turn the page. Some sequences in easy volumes of I AM A HERO are up there too. Most other great horror comics strike me as disturbing or unnerving more than SCARY.",,,,1242944984686477313,https://twitter.com/steve_foxe/status/1242944984686477313
2020-03-25 22:40:06,connectnowli,,0,1,1,"We've noticed during these anxious times that it helps to put words to what's troubling us...and perhaps to know that we, at International, are praying for you too. Why don't you give it a try. How can we pray for you? pic.twitter.com/V2aap1st0U",,,,1242944377250631681,https://twitter.com/connectnowli/status/1242944377250631681
2020-03-25 22:23:53,NicoleDrumroll,,1,0,1,"I don't know how long this has been going on but nothing about me has changed. I'm still the same lazy anxious person",,,,1242940293147656195,https://twitter.com/NicoleDrumroll/status/1242940293147656195
2020-03-25 22:17:46,_karlayadira,,0,0,3,"I know I’ve been bitching about having to work through this whole pandemic. I get seriously anxious sometimes. I am however grateful to still have a job and guaranteed hours while so many of my friends and loved ones have been laid off or are at home without pay...",,,,1242938755054473217,https://twitter.com/_karlayadira/status/1242938755054473217
2020-03-25 22:15:52,tracefayce86,,1,0,3,"Youtubers i watch during social distancing @RavenElyseTV @Jayjaysbeauty @JeffreeStar @Evettexo seriously have helped distract me from whats happening. It’s a unique and anxious time in history.",,@RavenElyseTV @Jayjaysbeauty @JeffreeStar @Evettexo,,1242938277142855685,https://twitter.com/tracefayce86/status/1242938277142855685
2020-03-25 22:14:52,girlfriendpasta,,0,0,1,"My sister got assigned to the COVID-19 testing wing and will be working directly with patients who have the virus I’m not anxious at all",,,,1242938025493102593,https://twitter.com/girlfriendpasta/status/1242938025493102593
2020-03-25 22:11:44,vincentturner22,,0,0,1,"My anxious brain after reading stories of people under 60 dying of the rona pic.twitter.com/quMrjT4mE7",,,,1242937235734962181,https://twitter.com/vincentturner22/status/1242937235734962181
2020-03-25 22:02:09,DotThrash,Eeezy_E,0,0,0,"Once that weather get nice. Niggas gonna start getting even more anxious",,,,1242934826598117382,https://twitter.com/DotThrash/status/1242934826598117382
2020-03-28 20:07:18,sergistack,,192,478,1084,"¿USAS GOOGLE CHROME? Lo siento por las mayúsculas, pero existe un nuevo navegador que es más rápido y más privado que Chrome (bloquea los anuncios y los rastreadores, lo cual ahorra tiempo de carga). La interfaz es exactamente igual que la de Chrome, Brave lo supera en todo.",,,,1243993087531266049,https://twitter.com/sergistack/status/1243993087531266049
2020-03-25 22:00:16,ladylilith93,,0,0,2,"Feeling super anxious today",,,,1242934352855486464,https://twitter.com/ladylilith93/status/1242934352855486464
2020-03-25 21:58:46,93tillsteez,,0,0,1,"Crush told me she’s taking this social distancing seriously that’s why I haven’t gotten a text in weeks and I totally understand!! So glad her Work husband has been there with here keeping her safe though and making her dinner. I know how anxious she’s been!",,,,1242933971878641664,https://twitter.com/93tillsteez/status/1242933971878641664
2020-03-25 21:57:48,biloobang,,0,0,0,"i hate the sad & anxious vibes i’ve gotten off of people these last few days",,,,1242933729489715201,https://twitter.com/biloobang/status/1242933729489715201
2020-03-25 21:56:59,theDiamondStar,,0,0,0,"During this pandemic, like many other stressful occasions written in the Bible, God does not want us to worry but to place our trust and faith in Him. He reminds us over and over again not to worry or be anxious.… https://www.instagram.com/p/B-LClj_nEiV/?igshid=ipobu6e0xq2v …",,,,1242933524581289991,https://twitter.com/theDiamondStar/status/1242933524581289991
2020-03-25 21:54:28,swifthargitay,,3,0,2,"no one cares about this lmao I don’t think anyone even reads what I tweet anymore because I’m a fucking mess but whatever. Pls comment things to make me smile because I’m really anxious these days and I feel like my life is falling apart.",,,,1242932890138226694,https://twitter.com/swifthargitay/status/1242932890138226694
2020-03-25 21:48:56,brianareyna01,,1,0,0,"If I ever don’t respond or leave you on seen just now it’s not you, it’s that I get real mf anxious texting & i hate it",,,,1242931498740842497,https://twitter.com/brianareyna01/status/1242931498740842497
2020-03-25 21:48:06,KellyRobNews,,0,3,11,"Sad, anxious, grateful, stressed, empathetic, confused, calm. just a bit of the range of emotions I’ve felt since starting coverage on the COVID19 outbreak. Today I add honored to the list. @SCSK12Unified and WMC teaming up to help the most vulnerable kidshttps://www.wmcactionnews5.com/2020/03/25/wmc-partners-with-shelby-county-schools-broadcast-home-lessons-students-during-covid-pandemic/ …",,@SCSK12Unified,,1242931288845287428,https://twitter.com/KellyRobNews/status/1242931288845287428
2020-03-25 21:17:01,iTold_U_ImChris,_rarestsoul,1,0,0,"It help me settle down but it can make me anxious in public",,,,1242923468322148352,https://twitter.com/iTold_U_ImChris/status/1242923468322148352
2020-03-25 21:10:57,MegzM4,RunhappyKat,1,0,1,"It was I have been reading your tweets about these current times and I feel what you’re feeling. It’s a never ending anxious nightmare. But I keep trying. I know you will too",,,,1242921940135927809,https://twitter.com/MegzM4/status/1242921940135927809
2020-03-25 21:09:52,___inCANdescent,VtheEsquire,1,13,14,"What made you anxious to get on here and say stealthing wasn’t “technically” against the law? https://twitter.com/VtheEsquire/status/1242866903577767937 …",,,,1242921667220901893,https://twitter.com/___inCANdescent/status/1242921667220901893
