date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-03-25 23:59:58,ohshitemilyy,,0,0,4,"On a side note ever since this quarantine started I haven’t had alcohol... it’s been like 11 days is it helping my depression? Not at all",,,,1242964474946031616,https://twitter.com/ohshitemilyy/status/1242964474946031616
2020-03-25 23:56:35,brittansimms,,0,13,30,"Quarantine is kicking my ass worse than seasonal depression",,,,1242963623812702208,https://twitter.com/brittansimms/status/1242963623812702208
2020-03-25 23:51:33,QuayDaKing,,0,0,0,"I’ve been out my depression, life been going smooth",,,,1242962355962753028,https://twitter.com/QuayDaKing/status/1242962355962753028
2020-03-25 23:50:49,Uklamok,,0,0,0,"The kind of thing my father has in the freezer just in case. Having parents who survived the Great Depression created life long habits. @Chicago, Illinois https://www.instagram.com/p/B-LPnWIhNNZ/?igshid=h50e4xfxihhg …",,@Chicago,,1242962173355266048,https://twitter.com/Uklamok/status/1242962173355266048
2020-03-25 23:49:29,Jessica00469341,,0,0,1,"@JohnTory @fordnation @KristenKP43 .. #COVIDOntario . I suffer from Depression and anxiety. I have been working for almost 3 years at my Grocery store . I had to take a leave a temporary leave there last week , because of the fear of getting this virus. I don’t feel safe there",,@JohnTory @fordnation @KristenKP43,#COVIDOntario,1242961834895966213,https://twitter.com/Jessica00469341/status/1242961834895966213
2020-03-25 23:46:41,rod_dole,,0,0,0,"If you don’t pick a date and stick to it, soon the depression will start without certainty, only you can provide.",,,,1242961131636846593,https://twitter.com/rod_dole/status/1242961131636846593
2020-03-25 23:44:16,anthonymham1,,0,0,0,"“When the going gets tough, the tough get going.” Were told this as a kid, too? Post Marine Corps, I’ve had a span anxiety and depression that now almost 3 years later, I’m just beginning to come out of. As I… https://www.instagram.com/p/B-LO3WVHFhT/?igshid=8s2f13czve18 …",,,,1242960524771500032,https://twitter.com/anthonymham1/status/1242960524771500032
2020-03-25 23:40:26,davethegr8one,JulieRi39597096,0,1,1,"I don't have depression or anxiety issues but have the last few days. It's not just you.",,,,1242959558647189506,https://twitter.com/davethegr8one/status/1242959558647189506
2020-03-25 23:37:35,staceybrownlmhc,,0,0,0,"Did you know that looking at photos of baby animals helps produce serotonin and reduce anxiety and depression? It true. Here is Stacey’s new 9 week old kitten, ready to help. You’re welcome. … https://www.instagram.com/p/B-LOGUjAuCS/?igshid=zn2rktdwtx3e …",,,,1242958840569741313,https://twitter.com/staceybrownlmhc/status/1242958840569741313
2020-03-25 23:36:36,realzachfluke1,People4Bernie,1,1,7,"Agreed. We need emergency socialism, even communism in some cases to deal with the virus and the depression we’re headed into, and when we make it to the other side, do not resuscitate capitalism. There’s no going back to “normal” anymore.",,,,1242958592728346632,https://twitter.com/realzachfluke1/status/1242958592728346632
