date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-03-26 23:46:18,Medic62,,0,0,0,"@karinsoil Me , Jen and Noah are okay for now but had only 6 calls between the two of us last night . Scott & I with Dennis & Doug had a 2 car accident with 3 patients on Highway 30 , then a bipolar female out of control , a choking 4 year old , & a 93 year old man with migraine",,@karinsoil,,1243323421724819456,https://twitter.com/Medic62/status/1243323421724819456
2020-03-28 20:07:18,sergistack,,192,478,1084,"¿USAS GOOGLE CHROME? Lo siento por las mayúsculas, pero existe un nuevo navegador que es más rápido y más privado que Chrome (bloquea los anuncios y los rastreadores, lo cual ahorra tiempo de carga). La interfaz es exactamente igual que la de Chrome, Brave lo supera en todo.",,,,1243993087531266049,https://twitter.com/sergistack/status/1243993087531266049
2020-03-26 21:53:34,utrejo71,,1,0,2,"Why is Georgia’s weather so bipolar? One day is warm, then the other day is cold pic.twitter.com/VzLX5ak3c3",,,,1243295051704385544,https://twitter.com/utrejo71/status/1243295051704385544
2020-03-26 21:04:22,EmilLambey,,0,0,0,"I thought LA weTher was bipolar bnigga Cincinnati sunny one day raining the next",,,,1243282669003210754,https://twitter.com/EmilLambey/status/1243282669003210754
2020-03-26 20:51:39,xyzaddy,jadeantoinetter,0,0,1,"Trash. People on god don’t even know what BPD is and always mistake it for bipolar or say it isn’t real. My step dad told me “you’re just moody you don’t have a disorder l” and my mom says “how about you just get over what happened already” so I definitely empathize. https://twitter.com/flyingawxy/status/1243258435917012998 …",,,,1243279469416235009,https://twitter.com/xyzaddy/status/1243279469416235009
2020-03-26 20:35:00,prof_camila,,0,0,1,"Povo brasileiro é bipolar. Se manda ficar em casa chama de louco e ele manda liberar tudo chama de louco #BolsonaroTemRazao",,,#BolsonaroTemRazao,1243275278580940800,https://twitter.com/prof_camila/status/1243275278580940800
2020-03-26 20:23:45,leekizzle25,BiPoLar_LeLe,0,0,0,"Pull up sis lol",,,,1243272451158618113,https://twitter.com/leekizzle25/status/1243272451158618113
2020-03-26 19:56:38,prcmylesg,,0,1,1,"Females bipolar",,,,1243265623733534720,https://twitter.com/prcmylesg/status/1243265623733534720
2020-03-26 19:08:53,satansfavscorp,satansfavscorp,0,0,0,"lmao im such a capper im just too bipolar im sorry https://twitter.com/satansfavscorp/status/1243253353989189634 …",,,,1243253607497183234,https://twitter.com/satansfavscorp/status/1243253607497183234
2020-03-26 19:03:39,nmcrawford,,0,0,3,"Take your mind off of current crises and watch me on YouTube. In this video I am out in nature with my boys. #bipolar https://youtu.be/LrDvoXRZGB0",,,#bipolar,1243252290926116867,https://twitter.com/nmcrawford/status/1243252290926116867
2020-03-26 18:58:42,DyCorMo271,,0,0,3,"Cristomasito, igual de weon que Tontomás e igual de bipolar que Agustina #VerdadesOcultas",,,#VerdadesOcultas,1243251044664164354,https://twitter.com/DyCorMo271/status/1243251044664164354
2020-03-26 18:39:42,Leader1Won,,0,1,0,"Y’all More Bipolar Than Me pic.twitter.com/Y0lzF6dBPK",,,,1243246263061098498,https://twitter.com/Leader1Won/status/1243246263061098498
2020-03-26 18:00:39,bipolar__gamer,CashApp,0,0,0,"First and for most, Thank you for all you do @CashApp . $carlsexton Family could really use a decent dinner tonight. Could ya help?",,@CashApp,,1243236435362222082,https://twitter.com/bipolar__gamer/status/1243236435362222082
2020-03-26 17:39:28,TheGreat_Keeno,joselynnnnnr_,1,1,1,"Bipolar https://twitter.com/joselynnnnnr_/status/1243228590977822721 …",,,,1243231107451105281,https://twitter.com/TheGreat_Keeno/status/1243231107451105281
2020-03-26 17:33:12,signed_OnyxLove,,0,0,1,"My bipolar is showing I drank too much coffee I need to dye my hair this is not a drill",,,,1243229530938015752,https://twitter.com/signed_OnyxLove/status/1243229530938015752
2020-03-26 17:22:50,czrrxx,,1,0,6,"People on twitter Bipolar asf. How you mourning someone death , and posting some freaky ass shit 10 min later",,,,1243226918226407424,https://twitter.com/czrrxx/status/1243226918226407424
2020-03-26 17:11:03,r07563,,0,0,1,"@GaTaGED you bipolar for real? Shit looked legit. Regardless nobody wants to speak on mental illness like it’s something to be ashamed of when truthfully if more people did lives would be spared. #respect",,@GaTaGED,#respect,1243223955592425472,https://twitter.com/r07563/status/1243223955592425472
2020-03-26 16:50:12,4ksteez,,0,0,0,"I’m bipolar as a mf",,,,1243218709918953472,https://twitter.com/4ksteez/status/1243218709918953472
2020-03-26 16:38:24,rickylin01,mjean2,0,0,0,"Y usted también lo es pero de Trump no sabemos que es peor RR o Bipolar Trump",,,,1243215738539773952,https://twitter.com/rickylin01/status/1243215738539773952
2020-03-26 16:29:34,HampIsThaChamp,her_bipolar_ass,0,0,1,"Apparently not cuz this shit ain’t finished, should’ve never won that goofy ass race",,,,1243213513272811521,https://twitter.com/HampIsThaChamp/status/1243213513272811521
2020-03-26 16:27:22,HampIsThaChamp,her_bipolar_ass,1,0,0,"Bruh they running outta ideas for the simulation, so they putting us on hold",,,,1243212959825920004,https://twitter.com/HampIsThaChamp/status/1243212959825920004
2020-03-26 16:11:45,caffeinesweats,matagott,1,0,1,"THIS SHIT SUCKS !!!!!!!!!!!!!!!!!!! online classes are not meant for those of us with the attention span of a bipolar rat",,,,1243209032216739840,https://twitter.com/caffeinesweats/status/1243209032216739840
2020-03-28 20:07:18,sergistack,,192,478,1084,"¿USAS GOOGLE CHROME? Lo siento por las mayúsculas, pero existe un nuevo navegador que es más rápido y más privado que Chrome (bloquea los anuncios y los rastreadores, lo cual ahorra tiempo de carga). La interfaz es exactamente igual que la de Chrome, Brave lo supera en todo.",,,,1243993087531266049,https://twitter.com/sergistack/status/1243993087531266049
2020-03-26 15:47:07,Sharits,,0,0,1,"""Smear"" '20, acrylic on canvas, 20 x 16 inches http://Christophersharits.com #sharits #abstract #art #abstractart #artist #bipolar #denver #colorado #vail #aspen #expressionist #breckenridge #telluride #rockymountains… https://www.instagram.com/p/B-M9DbZHKzW/?igshid=o6m3kc1aq5k4 …",,,#sharits #abstract #art #abstractart #artist #bipolar #denver #colorado #vail #aspen #expressionist #breckenridge #telluride #rockymountains,1243202832423178241,https://twitter.com/Sharits/status/1243202832423178241
2020-03-26 15:45:20,_KenDoll__,,0,5,54,"Good girl but you the baddest bipolar pic.twitter.com/fdUpFm7gvD",,,,1243202383867514883,https://twitter.com/_KenDoll__/status/1243202383867514883
2020-03-26 14:03:03,leekizzle25,BiPoLar_LeLe,0,0,0,"I just been tired man.",,,,1243176642899587074,https://twitter.com/leekizzle25/status/1243176642899587074
2020-03-26 13:38:17,ManicMillie27,,0,1,3,"A need a giant long perfect hug. #mentalhealth #bipolar #depression #AnxietyRelief #panicattacks",,,#mentalhealth #bipolar #depression #AnxietyRelief #panicattacks,1243170410147045377,https://twitter.com/ManicMillie27/status/1243170410147045377
2020-03-26 13:34:51,lanu_boy57,,0,0,3,"I swear the weather was nice just last week right? Bipolar Utah weather",,,,1243169545201819649,https://twitter.com/lanu_boy57/status/1243169545201819649
2020-03-26 13:22:21,LauraBaile2,,0,0,0,"THE BUMS IN 26 FAIRGROUND DRIVE HAVE HAD THE COKE FIEND MANIC DEPRESSIVE MICHELLE GAMBERDELLE ROSS OVER THEIR HOUSE TO PARTY. HER BIPOLAR MEDS MADE HER PRETTY HUGE AND THE LAST TIME I SAW HER THE COSMOTOLOGIST HAD DARK SHORT HAIR WITH A RED PATCH ON THE TOP",,,,1243166399524220935,https://twitter.com/LauraBaile2/status/1243166399524220935
2020-03-26 11:47:48,ManicMillie27,,0,0,0,"I feel like I’m fucking losing it. I’m shaking. I feel like my heart is racing. I’m trying not to cry. #anxiety #depression #bipolar",,,#anxiety #depression #bipolar,1243142605329911808,https://twitter.com/ManicMillie27/status/1243142605329911808
2020-03-26 11:44:53,therealbessy,,0,0,0,"#createhope #createyourself #morningmotivation #mentalhealthawareness #iwasthere #endthestigma #depression #anxiety #ptsd #schizophrenia #trauma #bipolar #inspiration #quotes #girlpower @Monroe, Michigan https://www.instagram.com/p/B-MhVUKFDJo/?igshid=de28gt0ltw4m …",,@Monroe,#createhope #createyourself #morningmotivation #mentalhealthawareness #iwasthere #endthestigma #depression #anxiety #ptsd #schizophrenia #trauma #bipolar #inspiration #quotes #girlpower,1243141871532195850,https://twitter.com/therealbessy/status/1243141871532195850
2020-03-26 11:30:03,_92Infinity,Bipolar_B,0,0,1,"A Rich Goat would have had someone else deal with that nigga That nigga gotta be a brokeboy",,,,1243138139390185475,https://twitter.com/_92Infinity/status/1243138139390185475
2020-03-26 11:20:24,cweaverfilms,,0,0,0,"Who would think a fucking ep of lil dicky show would make me tear up lmfao bipolar disorder is real that ep was amazing.",,,,1243135709105422344,https://twitter.com/cweaverfilms/status/1243135709105422344
2020-03-26 11:19:53,jasonbaum,jeremynewberger,1,1,25,"What trump lacks in bipartisan support he makes up for in bipolar popularity.",,,,1243135581938425857,https://twitter.com/jasonbaum/status/1243135581938425857
2020-03-26 10:54:32,batmom85,,0,1,3,"#DAVEFXX is the best show it had me crying the morning I’ve watched every episode because I love that @lildickytweets is tackling mental health I’m bipolar just like GaTa and I’ve experienced so many of the same things with my meds ups downs also.. don’t self adjust your meds pic.twitter.com/AqggPzcx39",,@lildickytweets,#DAVEFXX,1243129200417992704,https://twitter.com/batmom85/status/1243129200417992704
2020-03-26 09:50:22,tredinero,,0,1,0,"I’m not bipolar, Mfers just got me confused",,,,1243113051622178816,https://twitter.com/tredinero/status/1243113051622178816
2020-03-26 08:05:03,hikaayy,Bipolar_B,0,0,1,"FTP",,,,1243086548658077697,https://twitter.com/hikaayy/status/1243086548658077697
2020-03-26 08:04:34,mriacia,Bipolar_B,0,0,1,"typic.twitter.com/H8uJUoZKPg",,,,1243086426754998274,https://twitter.com/mriacia/status/1243086426754998274
2020-03-26 08:00:44,mriacia,,1,0,1,"@Bipolar_B stop it plz",,@Bipolar_B,,1243085463784763402,https://twitter.com/mriacia/status/1243085463784763402
2020-03-26 07:57:04,Amandamongos,,0,0,0,"im really bipolar i was just now crying then started laughing at tiktoks",,,,1243084539754426370,https://twitter.com/Amandamongos/status/1243084539754426370
2020-03-26 07:51:51,CubanoLocoo,,0,1,0,"I hate when my bipolar shit kicks in",,,,1243083227159396353,https://twitter.com/CubanoLocoo/status/1243083227159396353
2020-03-26 07:51:11,RadDad2020,Bipolar_B,2,0,1,"Imagine you karate chop that jawn and it all falls apart like a fortnite structure",,,,1243083061409001474,https://twitter.com/RadDad2020/status/1243083061409001474
2020-03-26 07:16:45,faith_ruizzz,,0,2,9,"yupp im bipolar ...",,,,1243074392801923074,https://twitter.com/faith_ruizzz/status/1243074392801923074
2020-03-28 20:07:18,sergistack,,192,478,1084,"¿USAS GOOGLE CHROME? Lo siento por las mayúsculas, pero existe un nuevo navegador que es más rápido y más privado que Chrome (bloquea los anuncios y los rastreadores, lo cual ahorra tiempo de carga). La interfaz es exactamente igual que la de Chrome, Brave lo supera en todo.",,,,1243993087531266049,https://twitter.com/sergistack/status/1243993087531266049
2020-03-26 06:38:34,sy_ed_,,1,0,2,"I think I might be bipolar who knows",,,,1243064784557420544,https://twitter.com/sy_ed_/status/1243064784557420544
2020-03-26 05:53:36,caramel_chickk,,0,1,1,"I remember that time I was like yea we can have a threesome bae, he brought that bitch back to the house I caught an instant attitude, scared her & she left walking I’m so bipolar mane lol",,,,1243053469126266880,https://twitter.com/caramel_chickk/status/1243053469126266880
