date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-03-26 22:13:08,Deerskin20,,0,0,0,"Happy 5th Birthday to Dexter & Fauna! I got them at a weird, big transition period in my life. I was coming out of the worst depressive episode I'd ever had. They have significantly made life brighter #cats… https://www.instagram.com/p/B-NpO4XHFL1/?igshid=bc9d4dx7855n …",,,#cats,1243299977759207426,https://twitter.com/Deerskin20/status/1243299977759207426
2020-03-28 20:07:18,sergistack,,192,478,1084,"¿USAS GOOGLE CHROME? Lo siento por las mayúsculas, pero existe un nuevo navegador que es más rápido y más privado que Chrome (bloquea los anuncios y los rastreadores, lo cual ahorra tiempo de carga). La interfaz es exactamente igual que la de Chrome, Brave lo supera en todo.",,,,1243993087531266049,https://twitter.com/sergistack/status/1243993087531266049
2020-03-26 20:45:09,TheGr8estEver,,0,0,0,"Definitely gonna limit my social media usage with the lockdown shit. Cause all this depressive misery is gonna drive me loco. Lol.",,,,1243277836594614272,https://twitter.com/TheGr8estEver/status/1243277836594614272
2020-03-26 20:01:46,Blacfrankbarone,,0,0,2,"My depressive episode is over and the difference in how I feel is remarkable. I still want to die but only for purely logical reasons now. Crazy.",,,,1243266919135735808,https://twitter.com/Blacfrankbarone/status/1243266919135735808
2020-03-26 19:19:18,Scott_R_JC,ethanshumjr,0,0,1,"This instantly cured my depressive rage today",,,,1243256231453757441,https://twitter.com/Scott_R_JC/status/1243256231453757441
2020-03-26 18:16:29,Nothing_Neue,,1,3,19,"Make sure you enjoy the sunlight cuz self isolation and depressive isolation really be flippin the switch.",,,,1243240422484389893,https://twitter.com/Nothing_Neue/status/1243240422484389893
2020-03-26 18:13:11,paleomagnetizm,,0,0,18,"oh you want me to share my ...feelings? Not the carefully concocted and misleadingly open “stream of consciousness” monologue I’ve been working on for the past few months in moments of depressive mania? Interesting ....",,,,1243239593312432128,https://twitter.com/paleomagnetizm/status/1243239593312432128
2020-03-26 16:14:48,devonthesavage,,1,0,0,"twitter provides my happiness & depressive thghts about the world some are idiots & others, —— expressive with 140 characters & wow me. i straddle the fence but you'll love me",,,,1243209800097423361,https://twitter.com/devonthesavage/status/1243209800097423361
2020-03-26 14:20:26,cheifkeith_24,,0,0,0,"This game just keeps putting me into a more depressive state everyday pic.twitter.com/oXDm8xkQ4N",,,,1243181019789918214,https://twitter.com/cheifkeith_24/status/1243181019789918214
2020-03-26 13:22:21,LauraBaile2,,0,0,0,"THE BUMS IN 26 FAIRGROUND DRIVE HAVE HAD THE COKE FIEND MANIC DEPRESSIVE MICHELLE GAMBERDELLE ROSS OVER THEIR HOUSE TO PARTY. HER BIPOLAR MEDS MADE HER PRETTY HUGE AND THE LAST TIME I SAW HER THE COSMOTOLOGIST HAD DARK SHORT HAIR WITH A RED PATCH ON THE TOP",,,,1243166399524220935,https://twitter.com/LauraBaile2/status/1243166399524220935
2020-03-26 08:09:16,remcreatephoto,,2,0,3,"Without realizing it, I just started barreling out of control and have just been in a perpetual depressive state this last week. Outwardly I’m very sociable but I have put off so many things and have driven myself into a numb loop. I’m not sad, just numb.",,,,1243087610899099648,https://twitter.com/remcreatephoto/status/1243087610899099648
2020-03-26 03:52:25,Well_Versed_,ShakeShaman,1,0,1,"Honestly low-key when I’m in depressive episodes I end up buying clothes and I feel 10 times better",,,,1243022971033145345,https://twitter.com/Well_Versed_/status/1243022971033145345
2020-03-26 02:38:02,princessC4T,,0,0,0,"being manic depressive is fucking exhausting y’all",,,,1243004251728740360,https://twitter.com/princessC4T/status/1243004251728740360
2020-03-26 02:21:03,dvmonico,,1,0,11,"Period... depressive episode... this quarantine just got interesting baby",,,,1242999978605326338,https://twitter.com/dvmonico/status/1242999978605326338
2020-03-26 02:20:00,LoganChewbacca,,1,1,4,"It’s crazy how fragile the veneer of happiness is really is. Couple cracks and back in a depressive state",,,,1242999715186257920,https://twitter.com/LoganChewbacca/status/1242999715186257920
2020-03-26 00:51:19,molaatov,,1,0,7,"Quarantine has really exacerbated my depressive episodes and I am straight up not having a good time.",,,,1242977398150148096,https://twitter.com/molaatov/status/1242977398150148096
2020-03-26 00:47:05,MrGoodlyCooks,,0,4,8,"Trying to manage and control your mental state during severe up and down depressive moods swings is the most exhausting thing in the world.",,,,1242976330569965568,https://twitter.com/MrGoodlyCooks/status/1242976330569965568
