date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-03-24 23:57:08,linnea_west,,0,0,0,"There were rainbow colored balloons all over my neighborhood during one of my long anxiety strolls today. Totally helps #quarantineweek2 @Fairmount, Philadelphia https://www.instagram.com/p/B-IritaFbqvrjBBd_0jzo3e3sYCzKd-ATrQOms0/?igshid=1t8n2fclo009s …",,@Fairmount,#quarantineweek2,1242601371733458945,https://twitter.com/linnea_west/status/1242601371733458945
2020-03-24 23:54:55,smsandino,,0,3,2,"We are 5 minutes out from today’s #ESPEchat discussion about “Taking Care of You.” Did you know out of people experience stress, anxiety, depression or other feelings of helplessness during an event like a pandemic, it’s normal. #physed #HPEatHomepic.twitter.com/kxVozV8k26",,,#ESPEchat #physed #HPEatHomepic,1242600816717910017,https://twitter.com/smsandino/status/1242600816717910017
2020-03-24 23:51:32,maeganrae,,0,0,8,"Fine art restoration videos are the only thing standing between me and crippling anxiety. pic.twitter.com/JhcYd40hcw",,,,1242599962422149120,https://twitter.com/maeganrae/status/1242599962422149120
2020-03-24 23:50:52,JMUSIK22,,0,1,2,"MY PAIN FREESTYLE... @Dreamville @JColeNC @kingofqueenz25 @bas @AriLennox ... I’m starting to talk more about my anxiety and my previous depression stages in my songs, just hoping somebody feel me and let them know they’re not alone... MUSIK pic.twitter.com/w1vyxO5w9q",,@Dreamville @JColeNC @kingofqueenz25 @bas @AriLennox,,1242599796621312000,https://twitter.com/JMUSIK22/status/1242599796621312000
2020-03-24 23:49:01,JeanEHarper5,NBCThisisUs,1,0,0,"Everything is all Randall, Randall, Randall! More of the other Big 3, PLEASE before we suffer an anxiety attack!",,,,1242599329316999168,https://twitter.com/JeanEHarper5/status/1242599329316999168
2020-03-24 23:47:55,carpedi_EM_,,0,0,18,"how is my anxiety????? fine, why do u ask????? pic.twitter.com/T87ASo0o9Y",,,,1242599051893395459,https://twitter.com/carpedi_EM_/status/1242599051893395459
2020-03-24 23:46:24,RealErinE,,0,0,0,"I need some kind of structure and/ or schedule to my life. Without it, anxiety starts to rear it’s ugly head. Hope I don’t start to regress without guaranteed work.",,,,1242598671062949888,https://twitter.com/RealErinE/status/1242598671062949888
2020-03-24 23:45:20,JanaBananaSays,,0,0,0,"Went over our health insurance. My anxiety is worse.",,,,1242598402933710848,https://twitter.com/JanaBananaSays/status/1242598402933710848
2020-03-24 23:44:37,panthergold_,sadendya,0,0,4,"Both approaches are valid. Some people might be overwhelmed by too much information and may experience anxiety or overthink so the best step is to just pickup a tool and start.",,,,1242598224269062157,https://twitter.com/panthergold_/status/1242598224269062157
2020-03-24 23:43:23,spencefountain1,PeelSchools,0,1,1,"Great program as anxiety is very high all over the world. Make sure to check in with your loved one’s to make sure they’re alright but make sure you keep a safe proper distance. https://twitter.com/PeelSchools/status/1242553909744480256 …",,,,1242597911780868096,https://twitter.com/spencefountain1/status/1242597911780868096
2020-03-24 23:42:59,THEBenStoner,,1,1,19,"How am I in a quarantine, doing math homework, with a tornado siren blasting through my window? The lord is really testing the extent of my anxiety pic.twitter.com/A2JHjSVEug",,,,1242597814196150273,https://twitter.com/THEBenStoner/status/1242597814196150273
2020-03-24 23:42:45,uhhlexiscerda,,0,0,0,"My anxiety has been so bad the last couple of days I went for a run/walk and I feel so much better",,,,1242597752418242561,https://twitter.com/uhhlexiscerda/status/1242597752418242561
